Year,Month,Trade Type,Consignment,Statistics,Value,Unit
"2021","Jul","Total Exports","SINGAPORE","Value (Year-to-date)","35,966","HK$ Mn"
"2021","Jul","Total Exports","SLOVAKIA","Value (Monthly)","129","HK$ Mn"
"2021","Jul","Total Exports","SLOVAKIA","Value (Year-to-date)","780","HK$ Mn"
"2021","Jul","Total Exports","SLOVENIA","Value (Monthly)","66","HK$ Mn"
"2021","Jul","Total Exports","SLOVENIA","Value (Year-to-date)","434","HK$ Mn"
"2021","Jul","Total Exports","SOLOMON ISLANDS","Value (Monthly)","1","HK$ Mn"
"2021","Jul","Total Exports","SOLOMON ISLANDS","Value (Year-to-date)","19","HK$ Mn"
"2021","Jul","Total Exports","SOMALIA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","SOMALIA","Value (Year-to-date)","13","HK$ Mn"
"2021","Jul","Total Exports","SOUTH AFRICA","Value (Monthly)","696","HK$ Mn"
"2021","Jul","Total Exports","SOUTH AFRICA","Value (Year-to-date)","4,118","HK$ Mn"
"2021","Jul","Total Exports","SOUTH SUDAN","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","SOUTH SUDAN","Value (Year-to-date)","21","HK$ Mn"
"2021","Jul","Total Exports","SPAIN","Value (Monthly)","1,284","HK$ Mn"
"2021","Jul","Total Exports","SPAIN","Value (Year-to-date)","8,556","HK$ Mn"
"2021","Jul","Total Exports","SRI LANKA","Value (Monthly)","360","HK$ Mn"
"2021","Jul","Total Exports","SRI LANKA","Value (Year-to-date)","2,181","HK$ Mn"
"2021","Jul","Total Exports","SUDAN","Value (Monthly)","3","HK$ Mn"
"2021","Jul","Total Exports","SUDAN","Value (Year-to-date)","31","HK$ Mn"
"2021","Jul","Total Exports","SURINAME","Value (Monthly)","1","HK$ Mn"
"2021","Jul","Total Exports","SURINAME","Value (Year-to-date)","21","HK$ Mn"
"2021","Jul","Total Exports","SWEDEN","Value (Monthly)","712","HK$ Mn"
"2021","Jul","Total Exports","SWEDEN","Value (Year-to-date)","3,401","HK$ Mn"
"2021","Jul","Total Exports","SWITZERLAND","Value (Monthly)","1,894","HK$ Mn"
"2021","Jul","Total Exports","SWITZERLAND","Value (Year-to-date)","17,827","HK$ Mn"
"2021","Jul","Total Exports","SYRIAN ARAB REPUBLIC","Value (Monthly)","-",""
"2021","Jul","Total Exports","SYRIAN ARAB REPUBLIC","Value (Year-to-date)","16","HK$ Mn"
"2021","Jul","Total Exports","TAIWAN","Value (Monthly)","12,020","HK$ Mn"
"2021","Jul","Total Exports","TAIWAN","Value (Year-to-date)","78,122","HK$ Mn"
"2021","Jul","Total Exports","TAJIKISTAN","Value (Monthly)","-",""
"2021","Jul","Total Exports","TAJIKISTAN","Value (Year-to-date)","2","HK$ Mn"
"2021","Jul","Total Exports","TANZANIA,UNITED REP","Value (Monthly)","78","HK$ Mn"
"2021","Jul","Total Exports","TANZANIA,UNITED REP","Value (Year-to-date)","486","HK$ Mn"
"2021","Jul","Total Exports","THAILAND","Value (Monthly)","4,685","HK$ Mn"
"2021","Jul","Total Exports","THAILAND","Value (Year-to-date)","31,109","HK$ Mn"
"2021","Jul","Total Exports","THE MAINLAND OF CHINA","Value (Monthly)","244,826","HK$ Mn"
"2021","Jul","Total Exports","THE MAINLAND OF CHINA","Value (Year-to-date)","1,622,958","HK$ Mn"
"2021","Jul","Total Exports","TIMOR-LESTE","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","TIMOR-LESTE","Value (Year-to-date)","3","HK$ Mn"
"2021","Jul","Total Exports","TOGO","Value (Monthly)","349","HK$ Mn"
"2021","Jul","Total Exports","TOGO","Value (Year-to-date)","2,735","HK$ Mn"
"2021","Jul","Total Exports","TOKELAU","Value (Monthly)","-",""
"2021","Jul","Total Exports","TOKELAU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","TONGA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","TONGA","Value (Year-to-date)","10","HK$ Mn"
"2021","Jul","Total Exports","TRINIDAD & TOBAGO","Value (Monthly)","2","HK$ Mn"
"2021","Jul","Total Exports","TRINIDAD & TOBAGO","Value (Year-to-date)","48","HK$ Mn"
"2021","Jul","Total Exports","TUNISIA","Value (Monthly)","239","HK$ Mn"
"2021","Jul","Total Exports","TUNISIA","Value (Year-to-date)","1,348","HK$ Mn"
"2021","Jul","Total Exports","TURKEY","Value (Monthly)","704","HK$ Mn"
"2021","Jul","Total Exports","TURKEY","Value (Year-to-date)","5,226","HK$ Mn"
"2021","Jul","Total Exports","TURKMENISTAN","Value (Monthly)","1","HK$ Mn"
"2021","Jul","Total Exports","TURKMENISTAN","Value (Year-to-date)","2","HK$ Mn"
"2021","Jul","Total Exports","TUVALU","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","TUVALU","Value (Year-to-date)","1","HK$ Mn"
"2021","Jul","Total Exports","UGANDA","Value (Monthly)","24","HK$ Mn"
"2021","Jul","Total Exports","UGANDA","Value (Year-to-date)","168","HK$ Mn"
"2021","Jul","Total Exports","UKRAINE","Value (Monthly)","219","HK$ Mn"
"2021","Jul","Total Exports","UKRAINE","Value (Year-to-date)","1,139","HK$ Mn"
"2021","Jul","Total Exports","UNITED ARAB EMIRATES","Value (Monthly)","4,983","HK$ Mn"
"2021","Jul","Total Exports","UNITED ARAB EMIRATES","Value (Year-to-date)","37,385","HK$ Mn"
"2021","Jul","Total Exports","UNITED KINGDOM","Value (Monthly)","6,292","HK$ Mn"
"2021","Jul","Total Exports","UNITED KINGDOM","Value (Year-to-date)","47,281","HK$ Mn"
"2021","Jul","Total Exports","URUGUAY","Value (Monthly)","64","HK$ Mn"
"2021","Jul","Total Exports","URUGUAY","Value (Year-to-date)","362","HK$ Mn"
"2021","Jul","Total Exports","US MINOR OUTLYING IS","Value (Monthly)","-",""
"2021","Jul","Total Exports","US MINOR OUTLYING IS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","USA","Value (Monthly)","29,638","HK$ Mn"
"2021","Jul","Total Exports","USA","Value (Year-to-date)","162,710","HK$ Mn"
"2021","Jul","Total Exports","UZBEKISTAN","Value (Monthly)","36","HK$ Mn"
"2021","Jul","Total Exports","UZBEKISTAN","Value (Year-to-date)","194","HK$ Mn"
"2021","Jul","Total Exports","VANUATU","Value (Monthly)","1","HK$ Mn"
"2021","Jul","Total Exports","VANUATU","Value (Year-to-date)","15","HK$ Mn"
"2021","Jul","Total Exports","VENEZUELA, BOLIVARIAN","Value (Monthly)","2","HK$ Mn"
"2021","Jul","Total Exports","VENEZUELA, BOLIVARIAN","Value (Year-to-date)","45","HK$ Mn"
"2021","Jul","Total Exports","VIET NAM","Value (Monthly)","8,300","HK$ Mn"
"2021","Jul","Total Exports","VIET NAM","Value (Year-to-date)","56,228","HK$ Mn"
"2021","Jul","Total Exports","VIRGIN ISLANDS (U.S.)","Value (Monthly)","1","HK$ Mn"
"2021","Jul","Total Exports","VIRGIN ISLANDS (U.S.)","Value (Year-to-date)","6","HK$ Mn"
"2021","Jul","Total Exports","WESTERN EUROPE, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","WESTERN EUROPE, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","YEMEN","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jul","Total Exports","YEMEN","Value (Year-to-date)","3","HK$ Mn"
"2021","Jul","Total Exports","ZAMBIA","Value (Monthly)","69","HK$ Mn"
"2021","Jul","Total Exports","ZAMBIA","Value (Year-to-date)","316","HK$ Mn"
"2021","Jul","Total Exports","ZIMBABWE","Value (Monthly)","52","HK$ Mn"
"2021","Jul","Total Exports","ZIMBABWE","Value (Year-to-date)","270","HK$ Mn"
"2021","Aug","Total Exports","AFGHANISTAN","Value (Monthly)","2","HK$ Mn"
"2021","Aug","Total Exports","AFGHANISTAN","Value (Year-to-date)","18","HK$ Mn"
"2021","Aug","Total Exports","AFRICA, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","AFRICA, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","ALBANIA","Value (Monthly)","2","HK$ Mn"
"2021","Aug","Total Exports","ALBANIA","Value (Year-to-date)","23","HK$ Mn"
"2021","Aug","Total Exports","ALGERIA","Value (Monthly)","47","HK$ Mn"
"2021","Aug","Total Exports","ALGERIA","Value (Year-to-date)","767","HK$ Mn"
"2021","Aug","Total Exports","AMERICAN SAMOA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","AMERICAN SAMOA","Value (Year-to-date)","1","HK$ Mn"
"2021","Aug","Total Exports","ANDORRA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","ANDORRA","Value (Year-to-date)","13","HK$ Mn"
"2021","Aug","Total Exports","ANGOLA","Value (Monthly)","15","HK$ Mn"
"2021","Aug","Total Exports","ANGOLA","Value (Year-to-date)","165","HK$ Mn"
"2021","Aug","Total Exports","ARGENTINA","Value (Monthly)","545","HK$ Mn"
"2021","Aug","Total Exports","ARGENTINA","Value (Year-to-date)","3,114","HK$ Mn"
"2021","Aug","Total Exports","ARMENIA","Value (Monthly)","15","HK$ Mn"
"2021","Aug","Total Exports","ARMENIA","Value (Year-to-date)","395","HK$ Mn"
"2021","Aug","Total Exports","ARUBA","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","ARUBA","Value (Year-to-date)","8","HK$ Mn"
"2021","Aug","Total Exports","ASIA, NESOI","Value (Monthly)","-",""
"2021","Aug","Total Exports","ASIA, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","AUSTRALASIA & OCEANIA, NESOI","Value (Monthly)","10","HK$ Mn"
"2021","Aug","Total Exports","AUSTRALASIA & OCEANIA, NESOI","Value (Year-to-date)","114","HK$ Mn"
"2021","Aug","Total Exports","AUSTRALIA","Value (Monthly)","3,101","HK$ Mn"
"2021","Aug","Total Exports","AUSTRALIA","Value (Year-to-date)","22,801","HK$ Mn"
"2021","Aug","Total Exports","AUSTRIA","Value (Monthly)","739","HK$ Mn"
"2021","Aug","Total Exports","AUSTRIA","Value (Year-to-date)","5,895","HK$ Mn"
"2021","Aug","Total Exports","AZERBAIJAN","Value (Monthly)","23","HK$ Mn"
"2021","Aug","Total Exports","AZERBAIJAN","Value (Year-to-date)","352","HK$ Mn"
"2021","Aug","Total Exports","BAHAMAS","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","BAHAMAS","Value (Year-to-date)","4","HK$ Mn"
"2021","Aug","Total Exports","BAHRAIN","Value (Monthly)","30","HK$ Mn"
"2021","Aug","Total Exports","BAHRAIN","Value (Year-to-date)","220","HK$ Mn"
"2021","Aug","Total Exports","BANGLADESH","Value (Monthly)","1,103","HK$ Mn"
"2021","Aug","Total Exports","BANGLADESH","Value (Year-to-date)","7,787","HK$ Mn"
"2021","Aug","Total Exports","BARBADOS","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","BARBADOS","Value (Year-to-date)","8","HK$ Mn"
"2021","Aug","Total Exports","BELARUS","Value (Monthly)","34","HK$ Mn"
"2021","Aug","Total Exports","BELARUS","Value (Year-to-date)","259","HK$ Mn"
"2021","Aug","Total Exports","BELGIUM","Value (Monthly)","1,308","HK$ Mn"
"2021","Aug","Total Exports","BELGIUM","Value (Year-to-date)","11,084","HK$ Mn"
"2021","Aug","Total Exports","BELIZE","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","BELIZE","Value (Year-to-date)","4","HK$ Mn"
"2021","Aug","Total Exports","BENIN","Value (Monthly)","4","HK$ Mn"
"2021","Aug","Total Exports","BENIN","Value (Year-to-date)","27","HK$ Mn"
"2021","Aug","Total Exports","BHUTAN","Value (Monthly)","10","HK$ Mn"
"2021","Aug","Total Exports","BHUTAN","Value (Year-to-date)","18","HK$ Mn"
"2021","Aug","Total Exports","BOLIVIA, P STATE OF","Value (Monthly)","19","HK$ Mn"
"2021","Aug","Total Exports","BOLIVIA, P STATE OF","Value (Year-to-date)","132","HK$ Mn"
"2021","Aug","Total Exports","BOSNIA & HERZEGOVINA","Value (Monthly)","3","HK$ Mn"
"2021","Aug","Total Exports","BOSNIA & HERZEGOVINA","Value (Year-to-date)","31","HK$ Mn"
"2021","Aug","Total Exports","BOTSWANA","Value (Monthly)","5","HK$ Mn"
"2021","Aug","Total Exports","BOTSWANA","Value (Year-to-date)","98","HK$ Mn"
"2021","Aug","Total Exports","BRAZIL","Value (Monthly)","1,871","HK$ Mn"
"2021","Aug","Total Exports","BRAZIL","Value (Year-to-date)","12,362","HK$ Mn"
"2021","Aug","Total Exports","BRUNEI DARUSSALAM","Value (Monthly)","44","HK$ Mn"
"2021","Aug","Total Exports","BRUNEI DARUSSALAM","Value (Year-to-date)","228","HK$ Mn"
"2021","Aug","Total Exports","BULGARIA","Value (Monthly)","146","HK$ Mn"
"2021","Aug","Total Exports","BULGARIA","Value (Year-to-date)","825","HK$ Mn"
"2021","Aug","Total Exports","BURKINA FASO","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","BURKINA FASO","Value (Year-to-date)","19","HK$ Mn"
"2021","Aug","Total Exports","BURUNDI","Value (Monthly)","9","HK$ Mn"
"2021","Aug","Total Exports","BURUNDI","Value (Year-to-date)","36","HK$ Mn"
"2021","Aug","Total Exports","CABO VERDE","Value (Monthly)","2","HK$ Mn"
"2021","Aug","Total Exports","CABO VERDE","Value (Year-to-date)","7","HK$ Mn"
"2021","Aug","Total Exports","CAMBODIA","Value (Monthly)","600","HK$ Mn"
"2021","Aug","Total Exports","CAMBODIA","Value (Year-to-date)","4,839","HK$ Mn"
"2021","Aug","Total Exports","CAMEROON","Value (Monthly)","62","HK$ Mn"
"2021","Aug","Total Exports","CAMEROON","Value (Year-to-date)","413","HK$ Mn"
"2021","Aug","Total Exports","CANADA","Value (Monthly)","1,859","HK$ Mn"
"2021","Aug","Total Exports","CANADA","Value (Year-to-date)","11,434","HK$ Mn"
"2021","Aug","Total Exports","CENTRAL & SOUTH AMERICA,NESOI","Value (Monthly)","8","HK$ Mn"
"2021","Aug","Total Exports","CENTRAL & SOUTH AMERICA,NESOI","Value (Year-to-date)","69","HK$ Mn"
"2021","Aug","Total Exports","CENTRAL AFRICAN REP","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","CENTRAL AFRICAN REP","Value (Year-to-date)","19","HK$ Mn"
"2021","Aug","Total Exports","CHAD","Value (Monthly)","12","HK$ Mn"
"2021","Aug","Total Exports","CHAD","Value (Year-to-date)","89","HK$ Mn"
"2021","Aug","Total Exports","CHILE","Value (Monthly)","626","HK$ Mn"
"2021","Aug","Total Exports","CHILE","Value (Year-to-date)","4,031","HK$ Mn"
"2021","Aug","Total Exports","CIS & EASTERN EUROPE, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","CIS & EASTERN EUROPE, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","COLOMBIA","Value (Monthly)","327","HK$ Mn"
"2021","Aug","Total Exports","COLOMBIA","Value (Year-to-date)","3,311","HK$ Mn"
"2021","Aug","Total Exports","COMOROS","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","COMOROS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","CONGO","Value (Monthly)","12","HK$ Mn"
"2021","Aug","Total Exports","CONGO","Value (Year-to-date)","141","HK$ Mn"
"2021","Aug","Total Exports","CONGO, DEM REP THE","Value (Monthly)","36","HK$ Mn"
"2021","Aug","Total Exports","CONGO, DEM REP THE","Value (Year-to-date)","399","HK$ Mn"
"2021","Aug","Total Exports","COSTA RICA","Value (Monthly)","48","HK$ Mn"
"2021","Aug","Total Exports","COSTA RICA","Value (Year-to-date)","334","HK$ Mn"
"2021","Aug","Total Exports","COTE D'IVOIRE","Value (Monthly)","31","HK$ Mn"
"2021","Aug","Total Exports","COTE D'IVOIRE","Value (Year-to-date)","205","HK$ Mn"
"2021","Aug","Total Exports","CROATIA","Value (Monthly)","58","HK$ Mn"
"2021","Aug","Total Exports","CROATIA","Value (Year-to-date)","628","HK$ Mn"
"2021","Aug","Total Exports","CUBA","Value (Monthly)","3","HK$ Mn"
"2021","Aug","Total Exports","CUBA","Value (Year-to-date)","15","HK$ Mn"
"2021","Aug","Total Exports","CYPRUS","Value (Monthly)","19","HK$ Mn"
"2021","Aug","Total Exports","CYPRUS","Value (Year-to-date)","113","HK$ Mn"
"2021","Aug","Total Exports","CZECHIA","Value (Monthly)","938","HK$ Mn"
"2021","Aug","Total Exports","CZECHIA","Value (Year-to-date)","6,989","HK$ Mn"
"2021","Aug","Total Exports","DENMARK","Value (Monthly)","347","HK$ Mn"
"2021","Aug","Total Exports","DENMARK","Value (Year-to-date)","2,630","HK$ Mn"
"2021","Aug","Total Exports","DJIBOUTI","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","DJIBOUTI","Value (Year-to-date)","12","HK$ Mn"
"2021","Aug","Total Exports","DOMINICAN REPUBLIC","Value (Monthly)","91","HK$ Mn"
"2021","Aug","Total Exports","DOMINICAN REPUBLIC","Value (Year-to-date)","986","HK$ Mn"
"2021","Aug","Total Exports","ECUADOR","Value (Monthly)","47","HK$ Mn"
"2021","Aug","Total Exports","ECUADOR","Value (Year-to-date)","456","HK$ Mn"
"2021","Aug","Total Exports","EGYPT","Value (Monthly)","986","HK$ Mn"
"2021","Aug","Total Exports","EGYPT","Value (Year-to-date)","7,653","HK$ Mn"
"2021","Aug","Total Exports","EL SALVADOR","Value (Monthly)","44","HK$ Mn"
"2021","Aug","Total Exports","EL SALVADOR","Value (Year-to-date)","285","HK$ Mn"
"2021","Aug","Total Exports","EQUATORIAL GUINEA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","EQUATORIAL GUINEA","Value (Year-to-date)","2","HK$ Mn"
"2021","Aug","Total Exports","ESTONIA","Value (Monthly)","67","HK$ Mn"
"2021","Aug","Total Exports","ESTONIA","Value (Year-to-date)","442","HK$ Mn"
"2021","Aug","Total Exports","ESWATINI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","ESWATINI","Value (Year-to-date)","2","HK$ Mn"
"2021","Aug","Total Exports","ETHIOPIA","Value (Monthly)","243","HK$ Mn"
"2021","Aug","Total Exports","ETHIOPIA","Value (Year-to-date)","1,538","HK$ Mn"
"2021","Aug","Total Exports","FIJI","Value (Monthly)","11","HK$ Mn"
"2021","Aug","Total Exports","FIJI","Value (Year-to-date)","65","HK$ Mn"
"2021","Aug","Total Exports","FINLAND","Value (Monthly)","177","HK$ Mn"
"2021","Aug","Total Exports","FINLAND","Value (Year-to-date)","1,128","HK$ Mn"
"2021","Aug","Total Exports","FRANCE","Value (Monthly)","3,085","HK$ Mn"
"2021","Aug","Total Exports","FRANCE","Value (Year-to-date)","22,159","HK$ Mn"
"2021","Aug","Total Exports","GABON","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","GABON","Value (Year-to-date)","60","HK$ Mn"
"2021","Aug","Total Exports","GAMBIA","Value (Monthly)","4","HK$ Mn"
"2021","Aug","Total Exports","GAMBIA","Value (Year-to-date)","23","HK$ Mn"
"2021","Aug","Total Exports","GEORGIA","Value (Monthly)","22","HK$ Mn"
"2021","Aug","Total Exports","GEORGIA","Value (Year-to-date)","153","HK$ Mn"
"2021","Aug","Total Exports","GERMANY","Value (Monthly)","6,420","HK$ Mn"
"2021","Aug","Total Exports","GERMANY","Value (Year-to-date)","45,318","HK$ Mn"
"2021","Aug","Total Exports","GHANA","Value (Monthly)","60","HK$ Mn"
"2021","Aug","Total Exports","GHANA","Value (Year-to-date)","363","HK$ Mn"
"2021","Aug","Total Exports","GIBRALTAR","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","GIBRALTAR","Value (Year-to-date)","7","HK$ Mn"
"2021","Aug","Total Exports","GREECE","Value (Monthly)","193","HK$ Mn"
"2021","Aug","Total Exports","GREECE","Value (Year-to-date)","1,291","HK$ Mn"
"2021","Aug","Total Exports","GREENLAND","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","GREENLAND","Value (Year-to-date)","1","HK$ Mn"
"2021","Aug","Total Exports","GRENADA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","GRENADA","Value (Year-to-date)","2","HK$ Mn"
"2021","Aug","Total Exports","GUAM","Value (Monthly)","10","HK$ Mn"
"2021","Aug","Total Exports","GUAM","Value (Year-to-date)","59","HK$ Mn"
"2021","Aug","Total Exports","GUATEMALA","Value (Monthly)","136","HK$ Mn"
"2021","Aug","Total Exports","GUATEMALA","Value (Year-to-date)","938","HK$ Mn"
"2021","Aug","Total Exports","GUINEA","Value (Monthly)","39","HK$ Mn"
"2021","Aug","Total Exports","GUINEA","Value (Year-to-date)","294","HK$ Mn"
"2021","Aug","Total Exports","GUINEA-BISSAU","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Aug","Total Exports","GUINEA-BISSAU","Value (Year-to-date)","4","HK$ Mn"
"2021","Aug","Total Exports","GUYANA","Value (Monthly)","2","HK$ Mn"
"2021","Aug","Total Exports","GUYANA","Value (Year-to-date)","17","HK$ Mn"
"2021","Aug","Total Exports","HAITI","Value (Monthly)","57","HK$ Mn"
"2021","Aug","Total Exports","HAITI","Value (Year-to-date)","216","HK$ Mn"
"2021","Aug","Total Exports","HOLY SEE","Value (Monthly)","-",""
"2021","Aug","Total Exports","HOLY SEE","Value (Year-to-date)","1","HK$ Mn"
"2021","Aug","Total Exports","HONDURAS","Value (Monthly)","50","HK$ Mn"
"2021","Aug","Total Exports","HONDURAS","Value (Year-to-date)","338","HK$ Mn"
"2021","Aug","Total Exports","HUNGARY","Value (Monthly)","1,252","HK$ Mn"
"2021","Aug","Total Exports","HUNGARY","Value (Year-to-date)","9,288","HK$ Mn"
"2021","Aug","Total Exports","ICELAND","Value (Monthly)","11","HK$ Mn"
"2021","Aug","Total Exports","ICELAND","Value (Year-to-date)","54","HK$ Mn"
"2021","Aug","Total Exports","INDIA","Value (Monthly)","12,744","HK$ Mn"
"2021","Aug","Total Exports","INDIA","Value (Year-to-date)","78,641","HK$ Mn"
"2021","Aug","Total Exports","INDONESIA","Value (Monthly)","1,973","HK$ Mn"
"2021","Aug","Total Exports","INDONESIA","Value (Year-to-date)","13,139","HK$ Mn"
"2021","Aug","Total Exports","IRAN, ISLAMIC REP","Value (Monthly)","38","HK$ Mn"
"2021","Aug","Total Exports","IRAN, ISLAMIC REP","Value (Year-to-date)","125","HK$ Mn"
"2021","Aug","Total Exports","IRAQ","Value (Monthly)","13","HK$ Mn"
"2021","Aug","Total Exports","IRAQ","Value (Year-to-date)","62","HK$ Mn"
"2021","Aug","Total Exports","IRELAND","Value (Monthly)","205","HK$ Mn"
"2021","Aug","Total Exports","IRELAND","Value (Year-to-date)","1,637","HK$ Mn"
"2021","Aug","Total Exports","ISRAEL","Value (Monthly)","1,514","HK$ Mn"
"2021","Aug","Total Exports","ISRAEL","Value (Year-to-date)","8,716","HK$ Mn"
"2021","Aug","Total Exports","ITALY","Value (Monthly)","2,261","HK$ Mn"
"2021","Aug","Total Exports","ITALY","Value (Year-to-date)","17,352","HK$ Mn"
"2021","Aug","Total Exports","JAMAICA","Value (Monthly)","19","HK$ Mn"
"2021","Aug","Total Exports","JAMAICA","Value (Year-to-date)","66","HK$ Mn"
"2021","Aug","Total Exports","JAPAN","Value (Monthly)","10,706","HK$ Mn"
"2021","Aug","Total Exports","JAPAN","Value (Year-to-date)","76,665","HK$ Mn"
"2021","Aug","Total Exports","JORDAN","Value (Monthly)","127","HK$ Mn"
"2021","Aug","Total Exports","JORDAN","Value (Year-to-date)","1,085","HK$ Mn"
"2021","Aug","Total Exports","KAZAKHSTAN","Value (Monthly)","191","HK$ Mn"
"2021","Aug","Total Exports","KAZAKHSTAN","Value (Year-to-date)","1,251","HK$ Mn"
"2021","Aug","Total Exports","KENYA","Value (Monthly)","42","HK$ Mn"
"2021","Aug","Total Exports","KENYA","Value (Year-to-date)","550","HK$ Mn"
"2021","Aug","Total Exports","KIRIBATI","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","KIRIBATI","Value (Year-to-date)","9","HK$ Mn"
"2021","Aug","Total Exports","KOREA","Value (Monthly)","6,510","HK$ Mn"
"2021","Aug","Total Exports","KOREA","Value (Year-to-date)","47,047","HK$ Mn"
"2021","Aug","Total Exports","KOREA, DEM PEO REP","Value (Monthly)","11","HK$ Mn"
"2021","Aug","Total Exports","KOREA, DEM PEO REP","Value (Year-to-date)","11","HK$ Mn"
"2021","Aug","Total Exports","KUWAIT","Value (Monthly)","100","HK$ Mn"
"2021","Aug","Total Exports","KUWAIT","Value (Year-to-date)","788","HK$ Mn"
"2021","Aug","Total Exports","KYRGYZSTAN","Value (Monthly)","10","HK$ Mn"
"2021","Aug","Total Exports","KYRGYZSTAN","Value (Year-to-date)","84","HK$ Mn"
"2021","Aug","Total Exports","LAOS","Value (Monthly)","15","HK$ Mn"
"2021","Aug","Total Exports","LAOS","Value (Year-to-date)","117","HK$ Mn"
"2021","Aug","Total Exports","LATVIA","Value (Monthly)","58","HK$ Mn"
"2021","Aug","Total Exports","LATVIA","Value (Year-to-date)","480","HK$ Mn"
"2021","Aug","Total Exports","LEBANON","Value (Monthly)","46","HK$ Mn"
"2021","Aug","Total Exports","LEBANON","Value (Year-to-date)","439","HK$ Mn"
"2021","Aug","Total Exports","LESOTHO","Value (Monthly)","3","HK$ Mn"
"2021","Aug","Total Exports","LESOTHO","Value (Year-to-date)","45","HK$ Mn"
"2021","Aug","Total Exports","LIBERIA","Value (Monthly)","1","HK$ Mn"
"2021","Aug","Total Exports","LIBERIA","Value (Year-to-date)","7","HK$ Mn"
"2021","Aug","Total Exports","LIBYA","Value (Monthly)","52","HK$ Mn"
"2021","Aug","Total Exports","LIBYA","Value (Year-to-date)","99","HK$ Mn"
"2021","Aug","Total Exports","LIECHTENSTEIN","Value (Monthly)","11","HK$ Mn"
"2021","Aug","Total Exports","LIECHTENSTEIN","Value (Year-to-date)","104","HK$ Mn"
"2021","Aug","Total Exports","LITHUANIA","Value (Monthly)","232","HK$ Mn"
"2021","Aug","Total Exports","LITHUANIA","Value (Year-to-date)","1,727","HK$ Mn"
"2021","Aug","Total Exports","LUXEMBOURG","Value (Monthly)","81","HK$ Mn"
"2021","Aug","Total Exports","LUXEMBOURG","Value (Year-to-date)","934","HK$ Mn"
"2021","Aug","Total Exports","MACAO","Value (Monthly)","4,583","HK$ Mn"
"2021","Aug","Total Exports","MACAO","Value (Year-to-date)","42,708","HK$ Mn"
"2021","Aug","Total Exports","MADAGASCAR","Value (Monthly)","15","HK$ Mn"
"2021","Aug","Total Exports","MADAGASCAR","Value (Year-to-date)","164","HK$ Mn"
"2021","Aug","Total Exports","MALAWI","Value (Monthly)","25","HK$ Mn"
"2021","Aug","Total Exports","MALAWI","Value (Year-to-date)","156","HK$ Mn"
"2021","Aug","Total Exports","MALAYSIA","Value (Monthly)","3,322","HK$ Mn"
"2021","Aug","Total Exports","MALAYSIA","Value (Year-to-date)","23,994","HK$ Mn"
"2021","Aug","Total Exports","MALDIVES","Value (Monthly)","6","HK$ Mn"
"2021","Aug","Total Exports","MALDIVES","Value (Year-to-date)","49","HK$ Mn"
"2021","Aug","Total Exports","MALI","Value (Monthly)","73","HK$ Mn"
